"QuestionID";"CreationDate";"Title";"Body";"Tags";"AcceptedDate";"NumberOfComments";"CommentsTexts";"Successful"
"7758";"2008-08-11 13:09:08";"What is the value-binding syntax in xaml?";"<p>I'm getting all learned up about binding in WPF.  I'm having a lot of trouble debugging the parse errors in my xaml, though.  Can somebody pretty please tell me what's wrong with this little piece? :</p>&#xA;&#xA;<pre><code>&lt;Border Name=\"TrackBackground\"&#xA;    Margin=\"0\"&#xA;    CornerRadius=\"2\"                     &#xA;    Grid.Row=\"1\"&#xA;    Grid.Column=\"1\"&#xA;    Background=\"BlanchedAlmond\"&#xA;    BorderThickness=\"1\"&#xA;    Height=\"{TemplateBinding Height}\"&gt;&#xA;&#xA;    &lt;Canvas Name=\"PART_Track\" Background=\"DarkSalmon\" Grid.Row=\"1\" Grid.Column=\"1\"&gt;&#xA;        &lt;Thumb Name=\"ThumbKnob\" Height=\"{Binding ElementName=Part_Track, Path=Height, Mode=OneWay}\" /&gt;&#xA;    &lt;/Canvas&gt;&#xA;&lt;/Border&gt;&#xA;</code></pre>&#xA;&#xA;<p>It's the databinding that breaks.  I get an <code>InvalidAttributeValue</code> exception for ThumbKnob.Height when I try to run this.  I know I must be missing something fundamental.  So fill me in, stackers, and my gratitude will be boundless.</p>&#xA;&#xA;<hr>&#xA;&#xA;<p>Changing the ElementName didn't help.  There must me something else I'm not getting.</p>&#xA;&#xA;<p>I should mention that I'm testing this in Silverlight.  The exact message I'm getting out of Internet Explorer is:</p>&#xA;&#xA;<p><code>XamlParseException: Invalid attribute value for property Height.</code></p>&#xA;&#xA;<p>This whole thing is inside a ControlTemplate.  I'm making a slider control just to teach myself the concepts.</p>&#xA;";"<.net><wpf><silverlight><xaml><binding>";"2008-08-16 00:00:00";"0";"";"yes"
"7773";"2008-08-11 13:24:19";"Change visibility of ASP.NET label with JavaScript";"<p>I have a ASP.NET page with an asp:button that is not visible. I can't turn it visible with JavaScript because it is not rendered to the page.</p>&#xA;&#xA;<p>What can I do to resolve this?</p>&#xA;";"<asp.net><javascript>";"2008-08-11 00:00:00";"0";"";"yes"
"7779";"2008-08-11 13:30:21";"I would like a recommendation for a book on Eclipse's Rich Client Platform (RCP)";"<p>I have read through several reviews on Amazon and some books seem outdated.  I am currently using MyEclipse 6.5 which is using Eclipse 3.3.  I'm interested in hearing from people that have experience learning RCP and what reference material they used to get started.</p>&#xA;";"<java><eclipse><rcp><myeclipse>";"2008-08-26 00:00:00";"0";"";"yes"
"7820";"2008-08-11 14:16:56";"Recommendation for a PostgreSQL Programming Tutorial?";"<p>Can anyone suggest a good guide/tutorial for programming PostgreSQL? By this I mean creating triggers and procedures, domains, new types, using the various languages, and so on.</p>&#xA;&#xA;<p>The manual is good, but I found it lacking as a learning aid (it is more of a reference, as manuals should be)? It is very good at describing the SQL syntax and administration tools, but was not very good at the more advanced features of PostgreSQL.</p>&#xA;&#xA;<p>I have used the forums in the past</p>&#xA;&#xA;<p><a href=\"http://www.postgresqlforums.com/forums/\" rel=\"nofollow\">http://www.postgresqlforums.com/forums/</a></p>&#xA;&#xA;<p>but I think a proper guide or tutorial would be better.</p>&#xA;&#xA;<p><strong>Edit:</strong> Rereading my question, I see I was not clear enough, I am asking about writing stored procedures/triggers, creating new domains and types and all the higher end stuff. I was not asking about basic SQL and database functions, I was thinking more along the power user lines.</p>&#xA;&#xA;<p><strong>Update (Dec 2008):</strong> I still have not had a whole lot of luck finding anything really. I am currently using the later chapters of the PostgreSQL manual. In the <a href=\"http://www.twit.tv/floss18\" rel=\"nofollow\">FLOSS Weekly episode</a> on PostgreSQL, Josh Berkus spoke of various uses where people have found ways for their server to talk directly to other databases, and various other applications that really sound quite impressive.</p>&#xA;&#xA;<p>Of course, it seems quite plausible that this kind of functionality just is not really documented anywhere.</p>&#xA;";"<database><postgresql>";"Null";"0";"";"no"
"7837";"2008-08-11 14:42:51";"What real world WPF applications are out there?";"<p>I'm currently working with WPF and Ive seen a couple of examples on <a href=\"http://www.dnrtv.com/\">dnrtv</a> and some other places. I'd like to see more <em>real</em> stuff. Anybody knows of good examples?</p>&#xA;&#xA;<hr>&#xA;&#xA;<p>The list so far:</p>&#xA;&#xA;<ul>&#xA;<li><strike><a href=\"http://en.wikipedia.org/wiki/Windows_Presentation_Foundation#WPF_Applications\">http://en.wikipedia.org/wiki/Windows_Presentation_Foundation#WPF_Applications</a></strike></li>&#xA;<li><a href=\"http://www.hanselman.com/babysmash/\">http://www.hanselman.com/babysmash/</a></li>&#xA;<li><a href=\"http://blogs.msdn.com/tims/archive/tags/wpf/portfolio/default.aspx\"><strong>Tim Sneath list</strong></a></li>&#xA;<li><a href=\"http://blogs.msdn.com/llobo/archive/2008/01/09/lawson-client-great-looking-wpf-enterprise-app.aspx\">Lawson client</a></li>&#xA;<li><a href=\"http://weblogs.asp.net/scottgu/archive/2007/01/07/next-generation-yahoo-messenger-built-with-wpf-and-net.aspx\">Yahoo Messenger</a></li>&#xA;<li><a href=\"http://channel9.msdn.com/wiki/wpf/applicationportfolio/\"><strong>Channel 9 list</strong></a> (dead, see <a href=\"http://web.archive.org/web/20100902135734/http://channel9.msdn.com/wiki/wpf/applicationportfolio/\">archived version</a>))</li>&#xA;<li><a href=\"http://www.vertigo.com/familyshow.aspx\">Family Show</a></li>&#xA;<li><a href=\"http://code.google.com/p/wittytwitter/\">WittyTwitter</a></li>&#xA;<li><a href=\"http://www.dnrtv.com/default.aspx?showNum=115\">Billy Hollis App</a></li>&#xA;<li><strike><a href=\"http://www.thirteen23.com/experiences/desktop/blu/#\">Blu</a></strike> (dead)</li>&#xA;</ul>&#xA;";"<.net><wpf>";"Null";"0";"";"no"
"7846";"2008-08-11 15:04:21";"How can I split an XML document into thirds (or, even better, n pieces)?";"<p>I would like to use a language that I am familiar with - Java, C#, Ruby, PHP, C/C++, although examples in any language or pseudocode are more than welcome.</p>&#xA;&#xA;<p>What is the best way of splitting a large XML document into smaller sections that are still valid XML? For my purposes, I need to split them into roughly thirds or fourths, but for the sake of providing examples, splitting them into n components would be good.</p>&#xA;";"<xml>";"2008-08-29 00:00:00";"0";"";"yes"
"7851";"2008-08-11 15:12:53";"What is PHP Safe Mode GID?";"<p>According to the <a href=\"http://uk3.php.net/features.safe-mode\" rel=\"nofollow\">PHP Safe Mode Docs</a> on safe_mode_gid:</p>&#xA;&#xA;<blockquote>&#xA;  <p>By default, Safe Mode does a UID compare check when opening files. If you want to relax this to a GID compare, then turn on safe_mode_gid. Whether to use UID (FALSE) or GID (TRUE) checking upon file access.</p>&#xA;</blockquote>&#xA;&#xA;<p>To a PHP script running on a web server, what is the difference between a UID (User identifier) check and a GID (Group identifier) check?</p>&#xA;";"<php><unix>";"Null";"0";"";"no"
"7864";"2008-08-11 15:30:30";"Why all the Active Record hate?";"<p>As I learn more and more about OOP, and start to implement various design patterns, I keep coming back to cases where people are hating on <a href=\"http://en.wikipedia.org/wiki/Active_record_pattern\">Active Record</a>.</p>&#xA;&#xA;<p>Often, people say that it doesn't scale well (citing Twitter as their prime example) -- but nobody actually explains <strong><em>why</em></strong> it doesn't scale well; and / or how to achieve the pros of AR without the cons (via a similar but different pattern?)</p>&#xA;&#xA;<p>Hopefully this won't turn into a holy war about design patterns -- all I want to know is <strong>**specifically**</strong> what's wrong with Active Record.</p>&#xA;&#xA;<p>If it doesn't scale well, why not?</p>&#xA;&#xA;<p>What other problems does it have?</p>&#xA;";"<ruby-on-rails><design-patterns><oop><activerecord>";"2009-05-18 00:00:00";"0";"";"yes"
"7868";"2008-08-11 15:32:37";"MVC pattern: Who has what? who calls what?";"<p>I am refactoring a project and I want to make it conform to the MVC pattern (model view control). There are three objects: </p>&#xA;&#xA;<ol>&#xA;<li><p>A Server List (maintains a list of servers that are active) - this guy will be the controller</p></li>&#xA;<li><p>A Form - this is your standard .NET GUI</p></li>&#xA;<li><p>A DatabaseThingy - wrapper class that reads/writes to database. (don't ask me what it does, I can't touch or change this class)</p></li>&#xA;</ol>&#xA;&#xA;<p>my question is: to follow proper MVC design, it seems that the ServerList should hold references to Form and DatabaseThingy. But when creating a .NET app, it seems that we are forced to make the Form (the view of MVC) the owner of ServerList and DatabaseThingy. How would I properly break this down into an MVC design and who should \"own\" what?</p>&#xA;";"<.net><design-patterns><model-view-controller>";"Null";"0";"";"no"
"7880";"2008-08-11 15:50:51";"How do you open a file in C++?";"<p>I want to open a file for reading, the C++ way. I need to be able to do it for text files, which would involve some sort of read line function, and a way to do it for binary files, which would provide a way to read raw data into a char* buffer.</p>&#xA;";"<c++><file><io>";"2009-01-27 00:00:00";"0";"";"yes"
"7884";"2008-08-11 15:56:42";"Testing for inequality in T-SQL";"<p>I've just come across this in a WHERE clause:</p>&#xA;&#xA;<pre><code>AND NOT (t.id = @id)&#xA;</code></pre>&#xA;&#xA;<p>How does this compare with:</p>&#xA;&#xA;<pre><code>AND t.id != @id&#xA;</code></pre>&#xA;&#xA;<p>Or with:</p>&#xA;&#xA;<pre><code>AND t.id &lt;&gt; @id&#xA;</code></pre>&#xA;&#xA;<p>I'd always write the latter myself, but clearly someone else thinks differently. Is one going to perform any better than the other? I know that using <code>&lt;&gt;</code> or <code>!=</code> is going to bust any hopes for using an index that I might have had, but <em>surely</em> the first approach above will suffer the same problem?</p>&#xA;";"<tsql><indexing><inequality>";"2008-08-12 00:00:00";"0";"";"yes"
"7885";"2008-08-11 15:57:35";"How do you create objects in Perl?";"<p>Perl has OOP features, but they are somewhat rarely used. How do you create and use Perl objects with methods and properties?</p>&#xA;";"<perl><oop><syntax>";"2009-01-27 00:00:00";"0";"";"yes"
"7913";"2008-08-11 16:27:55";"How do I make Subversion (SVN) send email on checkins?";"<p>I've always found checkin (commit) mails to be very useful for keeping track of what work other people are doing in the codebase / repository. How do I set up SVN to email a distribution list on each commit?</p>&#xA;&#xA;<p><strong>Edit:</strong> I'm running clients on Windows and the Apache Subversion server on Linux. The answers below for various platforms will likely be useful to other people though.</p>&#xA;";"<svn><hook><post-commit><post-commit-hook>";"2009-02-07 00:00:00";"0";"";"yes"
"7917";"2008-08-11 16:28:57";"Remove Quotes and Commas from a String in MySQL";"<p>I'm importing some data from a <code>CSV</code> file, and numbers that are larger than <code>1000</code> get turned into <code>1,100</code> etc. </p>&#xA;&#xA;<p>What's a good way to remove both the quotes and the comma from this so I can put it into an <code>int</code> field?</p>&#xA;&#xA;<p><strong>Edit:</strong> </p>&#xA;&#xA;<p>The data is actually already in a MySQL table, so I need to be able to this using SQL. Sorry for the mixup.</p>&#xA;";"<mysql><regex><string>";"2008-08-11 00:00:00";"0";"";"yes"
"7933";"2008-08-11 16:41:47";"interrogating table lock schemes in T-SQL";"<p>Is there some means of querying the system tables to establish which tables are using what locking schemes? I took a look at the columns in <strong>sysobjects</strong> but nothing jumped out.</p>&#xA;";"<tsql><sysobjects>";"2009-02-01 00:00:00";"0";"";"yes"
"7937";"2008-08-11 16:45:10";"Solve the select overlap bug in IE6";"<p>When using IE, you cannot put an absolutely positioned div over a select input element. That's because the select element is considered an ActiveX object and is on top of every HTML element in the page.</p>&#xA;&#xA;<p>I already saw people hiding selects when opening a popup div, that leads to pretty bad user experience having controls disappearing.</p>&#xA;&#xA;<p>FogBugz actually had a pretty smart solution (before v6) of turning every select into text boxes when a popup was displayed. This solved the bug and tricked the user eye but the behavior was not perfect.</p>&#xA;&#xA;<p>Another solution is in FogBugz 6 where they no more use the select element and recoded it everywhere.</p>&#xA;&#xA;<p>Last solution I currently use is messing up the IE rendering engine and force it to render the absolutely positioned <code>&lt;div&gt;</code> as an ActiveX element too, ensuring it can live over a select element. This is achieved by placing an invisible <code>&lt;iframe&gt;</code> inside the <code>&lt;div&gt;</code> and styling it with:</p>&#xA;&#xA;<pre class=\"lang-css prettyprint-override\"><code>#MyDiv iframe&#xA;{&#xA;    position: absolute;&#xA;    z-index: -1;&#xA;    filter: mask();&#xA;    border: 0;&#xA;    margin: 0;&#xA;    padding: 0;&#xA;    top: 0;&#xA;    left: 0;&#xA;    width: 9999px;&#xA;    height: 9999px;&#xA;    overflow: hidden;&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>Does anyone have an even better solution than this one?</p>&#xA;&#xA;<p>EDIT: The purpose of this question is as much informative as it is a real question. I find the <code>&lt;iframe&gt;</code> trick to be a good solution, but I am still looking for improvement like removing this <em>ugly useless tag</em> that degrades accessibility.</p>&#xA;";"<html><css><internet-explorer-6><html-select>";"2008-08-18 00:00:00";"0";"";"yes"
"7940";"2008-08-11 16:46:28";"How important is W3C XHTML/CSS validation when finalizing work?";"<p>Even though I always strive for complete validation these days, I often wonder if it's a waste of time.  If the code runs and it looks the same in all browsers (I use browsershots.org to verify) then do I need to take it any further or am I just being overly anal?</p>&#xA;&#xA;<p>What level do you hold your code to when you create it for:</p>&#xA;&#xA;<p>a) yourself&#xA;b) your clients</p>&#xA;&#xA;<p>P.S. Jeff and company, why doesn't stack overflow validate? :)</p>&#xA;&#xA;<p><strong>EDIT: Some good insights, I think that since I've been so valid-obsessed for so long I program knowing what will cause problems and what won't so I'm in a better position than people who create a site first and then \"go back and fix the validation problems\"</strong></p>&#xA;&#xA;<p><strong>I think I may post another question on stack overflow; \"Do you validate as you go or do you finish and then go back and validate?\" as that seems to be where this question is going</strong></p>&#xA;";"<css><validation><xhtml><cross-browser><w3c>";"2009-11-07 00:00:00";"0";"";"yes"
"7954";"2008-08-11 16:59:35";"SQL Server Recovery States";"<p>When restoring a SQL Server Database, I notice that there are 3 different Recovery States to choose from:</p>&#xA;&#xA;<ul>&#xA;<li>Restore with Recovery</li>&#xA;<li>Restore with No Recovery</li>&#xA;<li>Restore with Standby</li>&#xA;</ul>&#xA;&#xA;<p>I've always left it at it's default value, but what do they all mean?</p>&#xA;&#xA;<p>(Preferably in layman's terms)</p>&#xA;";"<sql-server><backup>";"2008-08-11 00:00:00";"0";"";"yes"
"7973";"2008-08-11 17:24:54";"User Interface Design";"<p>Where do you turn when creating user interface? I am a programmer, not a designer. Any ideas? My \"UI\" is usually terrible, as I just want to make it work, what do you do?</p>&#xA;";"<user-interface>";"2008-08-11 00:00:00";"0";"";"yes"
"7981";"2008-08-11 17:28:56";"Decoding printf statements in C (Printf Primer)";"<p>I'm working on bringing some old code from 1998 up to the 21st century.  One of the first steps in the process is converting the printf statements to <a href=\"http://qt-project.org/doc/qt-4.8/qstring.html\" rel=\"nofollow\">QString</a> variables.  No matter how many times I look back at printf though, I always end up forgetting one thing or the other.  So, for fun, let's decode it together, for ole' times sake and in the process create the first little <strong>'printf primer'</strong> for Stackoverflow.</p>&#xA;&#xA;<p>In the code, I came across this little gem,</p>&#xA;&#xA;<pre><code>printf(\"%4u\\t%016.1f\\t%04X\\t%02X\\t%1c\\t%1c\\t%4s\", a, b, c, d, e, f, g);&#xA;</code></pre>&#xA;&#xA;<p>How will the variables a, b, c, d, e, f, g be formatted?</p>&#xA;";"<c><qt><printf><qstring>";"2008-08-11 00:00:00";"0";"";"yes"
"7990";"2008-08-11 17:37:27";"Printing from a .NET Service";"<p>I am working on a project right now that involves receiving a message from another application, formatting the contents of that message, and sending it to a printer.  Technology of choice is C# windows service.  The output could be called a report, I suppose, but a reporting engine is not necessary.  A simple templating engine, like StringTemplate, or even XSLT outputting HTML would be fine.  The problem I'm having is finding a free way to print this kind of output from a service.  Since it <em>seems</em> that it will work, I'm working on a prototype using Microsoft's RDLC, populating a local report and then rendering it as an image to a memory stream, which I will then print.  Issues with that are:</p>&#xA;&#xA;<ul>&#xA;<li>Multi-page printing will be a big headache.</li>&#xA;<li>Still have to use PrintDocument to print the memory stream, which is unsupported in a Windows Service (though it may work - haven't gotten that far with the prototype yet)</li>&#xA;<li>If the data coming across changes, I have to change the dataset, and the class that the data is being deserialized into.  bad bad bad.</li>&#xA;</ul>&#xA;&#xA;<p>Has anyone had to do anything remotely like this?  Any advice?  I already posed a question about printing HTML without user input, and after wasting about 3 days on that, I have come to the conclusion that it cannot be done, at least not with any freely available tool.</p>&#xA;&#xA;<p>All help is appreciated.</p>&#xA;&#xA;<p>EDIT: We are on version 2.0 of the .NET framework.</p>&#xA;";"<c#><.net><windows-services><printing>";"2009-08-24 00:00:00";"0";"";"yes"
"7991";"2008-08-11 17:37:57";"Center text output from Graphics.DrawString()";"<p>I'm using the .NETCF (Windows Mobile) <code>Graphics</code> class and the <code>DrawString()</code> method to render a single character to the screen.</p>&#xA;&#xA;<p>The problem is that I can't seem to get it centered properly. No matter what I set for the Y coordinate of the location of the string render, it always comes out lower than that and the larger the text size the greater the Y offset.</p>&#xA;&#xA;<p>For example, at text size 12, the offset is about 4, but at 32 the offset is about 10.</p>&#xA;&#xA;<p>I want the character to vertically take up most of the rectangle it's being drawn in and be centered horizontally. Here's my basic code. <code>this</code> is referencing the user control it's being drawn in.</p>&#xA;&#xA;<pre><code>Graphics g = this.CreateGraphics();&#xA;&#xA;float padx = ((float)this.Size.Width) * (0.05F);&#xA;float pady = ((float)this.Size.Height) * (0.05F);&#xA;&#xA;float width = ((float)this.Size.Width) - 2 * padx;&#xA;float height = ((float)this.Size.Height) - 2 * pady;&#xA;&#xA;float emSize = height;&#xA;&#xA;g.DrawString(letter, new Font(FontFamily.GenericSansSerif, emSize, FontStyle.Regular),&#xA;            new SolidBrush(Color.Black), padx, pady);&#xA;</code></pre>&#xA;&#xA;<p>Yes, I know there is the label control that I could use instead and set the centering with that, but I actually do need to do this manually with the <code>Graphics</code> class.</p>&#xA;";"<c#><graphics><compact-framework>";"2009-02-05 00:00:00";"0";"";"yes"
"8004";"2008-08-11 17:43:50";"Best way to wrap rsync progress in a gui?";"<p>I use <a href=\"http://rsync.samba.org/\" rel=\"nofollow\" title=\"The Subversion Book: Repository hooks\">rsync</a> to synchronize files to Windows clients in a server agnostic way. What methods are available to send the progress of rsync to the parent process for display in a gui progress bar?</p>&#xA;&#xA;<p>I imagine two or three choices exist. (1) Watch STDOUT (2) Watch rsync.exe log file, similar to unix <code>tail</code> (3) Watch rsync console output in memory.</p>&#xA;&#xA;<p>Which one is best/preferred?</p>&#xA;";"<windows><gui><rsync>";"2008-12-04 00:00:00";"0";"";"yes"
"8021";"2008-08-11 17:59:01";"Allow user to set up an SSH tunnel, but nothing else";"<p>I'd like to allow a user to set up an SSH tunnel to a particular machine on a particular port (say, 5000), but I want to restrict this user as much as possible. (Authentication will be with public/private keypair).</p>&#xA;&#xA;<p>I know I need to edit the relevant ~/.ssh/authorized_keys file, but I'm not sure exactly what content to put in there (other than the public key).</p>&#xA;";"<unix><ssh>";"2014-07-01 00:00:00";"0";"";"yes"
"8033";"2008-08-11 18:09:35";"Database Migration library for .NET";"<p>There are a number of migration libraries for .NET.  Which one do you prefer and why?</p>&#xA;&#xA;<p>For those of you who haven't heard of migrations.  This is something that Ruby on Rails made popular.  It is a way to specify your database schema and version in code, and easily \"migrate\" between versions of your database.</p>&#xA;&#xA;<p>Here is an article on .NET Migration solutions <a href=\"http://flux88.com/2008/06/net-database-migration-tool-roundup/\">http://flux88.com/2008/06/net-database-migration-tool-roundup/</a>.  I want to know what you have used and found helpful.</p>&#xA;";"<.net><migration>";"Null";"0";"";"no"
"8042";"2008-08-11 18:13:44";"Extension interface patterns";"<p>The new extensions in .Net 3.5 allow functionality to be split out from interfaces.</p>&#xA;&#xA;<p>For instance in .Net 2.0</p>&#xA;&#xA;<pre><code>public interface IHaveChildren {&#xA;    string ParentType { get; }&#xA;    int ParentId { get; }&#xA;&#xA;    List&lt;IChild&gt; GetChildren()&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>Can (in 3.5) become:</p>&#xA;&#xA;<pre><code>public interface IHaveChildren {&#xA;    string ParentType { get; }&#xA;    int ParentId { get; }&#xA;}&#xA;&#xA;public static class HaveChildrenExtension {&#xA;    public static List&lt;IChild&gt; GetChildren( this IHaveChildren ) {&#xA;        //logic to get children by parent type and id&#xA;        //shared for all classes implementing IHaveChildren &#xA;    }&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>This seems to me to be a better mechanism for many interfaces.  They no longer need an abstract base to share this code, and functionally the code works the same. This could make code more maintainable and easier to test.</p>&#xA;&#xA;<p>The only disadvantage being that an abstract bases implementation can be virtual, but can that be worked around (would an instance method hide an extension method with the same name? would it be confusing code to do so?)</p>&#xA;&#xA;<p>Any other reasons not to regularly use this pattern?</p>&#xA;&#xA;<p><hr /></p>&#xA;&#xA;<p>Clarification:</p>&#xA;&#xA;<p>Yeah, I see the tendency with extension methods is to end up with them everywhere. I'd be particularly careful having any on .Net value types without a great deal of peer review (I think the only one we have on string is a <code>.SplitToDictionary()</code> - similar to <code>.Split()</code> but taking a key-value delimiter too)</p>&#xA;&#xA;<p>I think there's a whole best practice debate there ;-)</p>&#xA;&#xA;<p>(Incidentally: DannySmurf, your PM sounds scary.)</p>&#xA;&#xA;<p>I'm specifically asking here about using extension methods where previously we had interface methods.</p>&#xA;&#xA;<p><hr /></p>&#xA;&#xA;<p>I'm trying to avoid lots of levels of abstract base classes - the classes implementing these models mostly already have base classes. I think this model could be more maintainable and less overly-coupled than adding further object hierarchies.</p>&#xA;&#xA;<p>Is this what MS have done to IEnumerable and IQueryable for Linq?</p>&#xA;";"<c#><.net-3.5><extension-methods>";"2013-02-25 00:00:00";"0";"";"yes"
"8050";"2008-08-11 18:19:48";"Beginners Guide to LINQ";"<p>During the beta of Stack Overflow, I have seen quite a few questions about LINQ SQL but know nothing about it... it sounds very interesting.</p>&#xA;&#xA;<p><strong>What is LINQ and how do I get started?</strong></p>&#xA;&#xA;<p>Links guides or documentation a bonus :)</p>&#xA;&#xA;<p><em>PS: I am a long time C# developer who daily uses Datatables and Parameterized SQL</em></p>&#xA;";"<linq><.net-3.5><guide>";"2008-08-12 00:00:00";"0";"";"yes"
"8066";"2008-08-11 18:30:44";".NET Interfaces";"<p>Over the past few years I've changed from having a long flowing page of controls that I hid/showed to using a lot of user controls. I've always had a bit of a discussion between co-workers on best practices. </p>&#xA;&#xA;<p>Should you have properties that you populate, or use paramterized sub's to load the information in your controls?</p>&#xA;&#xA;<p>Part of my fear of using paramteter's is the fact that I cannot make sure that everything will be populated. </p>&#xA;&#xA;<p>What is the basic rule's for using interfaces? I've never created one. And should I try this, or stay with a <em>'sub load'</em>?</p>&#xA;";"<.net><user-controls><interface>";"2008-08-12 00:00:00";"0";"";"yes"
"8087";"2008-08-11 18:51:43";"What's your favourite way of interacting with databases from your programming language?";"<p>There are numerous ways to connect and interact with the database layer. In Java, for example, common usages are <a href=\"http://en.wikipedia.org/wiki/Java_Database_Connectivity\" rel=\"nofollow\">JDBC</a> calls of raw SQL, object relational mappers, JDBCTemplate (<a href=\"http://en.wikipedia.org/wiki/Spring_Framework\" rel=\"nofollow\">Spring</a>), stored procedures, etc.</p>&#xA;&#xA;<p>In your language, which option is your preference and why? When would you consider the others?</p>&#xA;";"<database><design-patterns>";"2008-08-13 00:00:00";"0";"";"yes"
"8106";"2008-08-11 19:11:49";"Has anyone run performance benchmarks comparing LINQ";"<p>to yesteryear's standards such as nHibernate, good old custom ORM, or something like LLBGenPro?</p>&#xA;&#xA;<p>Also, having run the benchmarks, what are your suggestions?</p>&#xA;";"<.net><linq><performance><.net-3.5><benchmarking>";"2008-08-11 00:00:00";"0";"";"yes"
"8107";"2008-08-11 19:12:33";"MySQL replication for fallback scenario";"<p>When I have two mysql servers that have different jobs (holding different databases) but want to be able to use one of them to slip in when the other one fails, what would you suggest how I keep the data on both of them equal \"close to realtime\"? </p>&#xA;&#xA;<p>Obviously it's not possible to make a full database dump every x minutes.</p>&#xA;&#xA;<p>I've read about the <a href=\"http://dev.mysql.com/doc/refman/5.0/en/binary-log.html\" rel=\"nofollow\" title=\"Cocoa Programming for Mac OSX\">Binary Log</a>, is that the way that I need to go? Will that not slow down the fallback server a lot? Is there a way to not include some tables in the binary log - where it doesn't matter that the data has changed?</p>&#xA;";"<mysql><replication><fallback><binary-log>";"2008-09-16 00:00:00";"0";"";"yes"
"8127";"2008-08-11 19:36:47";"Pre-build task - deleting the working copy in CruiseControl.NET";"<p>I'm currently in the process of setting up a continuous integration environment at work. We are using VisualSVN Server and CrusieControl.NET. Occasionally a build will fail and a symptom is that there are conflicts in the CruiseControl.NET working copy. I believe this is due to the way I've setup the Visual Studio solutions. Hopefully the more projects we run in this environment the better our understanding of how to set them up will be so I'm not questioning why the conflicts happen at this stage. To fix the builds I delete the working copy and force a new build - this works every time (currently). So my questions are: is deleting the working copy a valid part of a continuous integration build process, and how do I go about it?</p>&#xA;&#xA;<p>I've tried solutions including MSTask and calling delete from the command line but I'm not having any luck.</p>&#xA;&#xA;<p>Sorry for being so wordy - good job this is a beta :)</p>&#xA;";"<visual-studio><continuous-integration><cruisecontrol.net><visualsvn-server>";"2008-08-12 00:00:00";"0";"";"yes"
"8128";"2008-08-11 19:41:20";"How do I calculate CRC32 of a string";"<p>How do I calculate the CRC32 (Cyclic Redundancy Checksum) of a string in .NET?</p>&#xA;";"<.net><crc32>";"2008-08-11 00:00:00";"0";"";"yes"
"8140";"2008-08-11 19:48:52";"Suggestions for Adding Plugin Capability?";"<p>Is there a general procedure for programming extensibility capability into your code?</p>&#xA;&#xA;<p>I am wondering what the general procedure is for adding extension-type capability to a system you are writing so that functionality can be extended through some kind of plugin API rather than having to modify the core code of a system.</p>&#xA;&#xA;<p>Do such things tend to be dependent on the language the system was written in, or is there a general method for allowing for this?</p>&#xA;";"<plugins><extensibility>";"2008-08-13 00:00:00";"0";"";"yes"
"8142";"2008-08-11 19:50:31";"When should I use Compiled LINQ vs Normal LINQ";"<p>I just read up on a performance of LINQ, and there is a HUGE amount to be gained by using Compiled LINQ.</p>&#xA;&#xA;<p>Now, why won't I always use compiled LINQ?</p>&#xA;";"<.net><linq-to-sql>";"2008-08-11 00:00:00";"0";"";"yes"
"8145";"2008-08-11 19:53:16";"How do I find the high water mark (for sessions) on Oracle 9i";"<p>How can I find the high water mark (the historical maximum number of concurrent users) in an oracle database (9i).</p>&#xA;";"<oracle>";"2008-08-11 00:00:00";"0";"";"yes"
